kode_kec,nama,link_dapo,link_sekolah_kita,last_sync,akreditasi,kurikulum,npsn,status,bentuk_pendidikan,status_kepemilikan,sk_pendirian_sekolah,tanggal_sk_pendirian,sk_izin_operasional,tanggal_sk_izin_operasional,kebutuhan_khusus_dilayani,nama_bank,cabang_kcp/unit,rekening_atas_nama,status_bos,waku_penyelenggaraan,sertifikasi_iso,sumber_listrik,daya_listrik,akses_internet,alamat,rt_/_rw,dusun,desa_/_kelurahan,kecamatan,kabupaten,provinsi,kode_pos,lintang,bujur,rombel,guru_kelas,guru_matematika,guru_bahasa_indonesia,guru_bahasa_inggris,guru_sejarah_indonesia,guru_pkn,guru_penjaskes,guru_agama_budi_pekerti,guru_seni_budaya,ptk_laki,ptk_perempuan,pegawai_laki,pegawai_perempuan,pd_kelas_1_laki,pd_kelas_1_perempuan,pd_kelas_2_laki,pd_kelas_2_perempuan,pd_kelas_3_laki,pd_kelas_3_perempuan,pd_kelas_4_laki,pd_kelas_4_perempuan,pd_kelas_5_laki,pd_kelas_5_perempuan,pd_kelas_6_laki,pd_kelas_6_perempuan,pd_kelas_7_laki,pd_kelas_7_perempuan,pd_kelas_8_laki,pd_kelas_8_perempuan,pd_kelas_9_laki,pd_kelas_9_perempuan,pd_kelas_10_laki,pd_kelas_10_perempuan,pd_kelas_11_laki,pd_kelas_11_perempuan,pd_kelas_12_laki,pd_kelas_12_perempuan,pd_kelas_13_laki,pd_kelas_13_perempuan,jumlah_kirim,ptk,pegawai,pd,pd_laki,pd_perempuan,before_ruang_kelas,after_ruang_kelas,before_ruang_perpus,after_ruang_perpus,before_ruang_lab,after_ruang_lab,before_ruang_praktik,after_ruang_praktik,before_ruang_pimpinan,after_ruang_pimpinan,before_ruang_guru,after_ruang_guru,before_ruang_ibadah,after_ruang_ibadah,before_ruang_uks,after_ruang_uks,before_toilet,after_toilet,before_gudang,after_gudang,before_ruang_sirkulasi,after_ruang_sirkulasi,before_tempat_bermain_olahraga,after_tempat_bermain_olahraga,before_ruang_tu,after_ruang_tu,before_ruang_konseling,after_ruang_konseling,before_ruang_osis,after_ruang_osis,before_bangunan,after_bangunan,identitas_valid,ptk_valid,pd_valid,prasarana_valid,total_valid,sekolah_id,semester_id,sumber_air,sumber_air_minum,kecukupan_air_bersih,jamban_kk,tipe_jamban,jml_hari_cuci_tangan,jml_wastafel,jml_wastafel_rusak,air_mengalir_wastafel,memiliki_drainase,menguras_tangki_septik
340519,TK PEMBINA SEBATIK UTARA,https://dapo.kemdikbud.go.id/sekolah/A650A70917AEE78BD38B,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/8531f73e-d834-40c3-a262-9671b52d6dc3,01 Apr 2023 14:46:53,B,Kurikulum 2013,30405257,Negeri,TK,Pemerintah Daerah,Nomor 498 Tahun 2007,2007-07-06,188.4/138/Disdikbud-III/X/2018,2018-10-01,Tidak ada,BPD KALIMANTAN TIMUR,NUNUKAN,30405257 TK PEMBINA SEBATIK,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,0,Tidak Ada,JL. MANUNGGAL NO 34 Rt. 09,9 / 0,H.beddu rahim 01,DESA PANCANG,Kec. Sebatik Utara,Kab. Nunukan,Prov. Kalimantan Utara,77437,4,117,4,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,48,26,22,4,4,0,0,0,0,0,0,1,1,1,1,0,0,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,
340519,TK SAISABIL SEBATIK UTARA,https://dapo.kemdikbud.go.id/sekolah/68440286C1AD5F0A449A,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/0d9e0112-6335-4e94-a3e3-edd44d1e169d,30 Aug 2022 21:26:28,C,Kurikulum 2013,30405260,Swasta,TK,Yayasan,0,1910-01-01,781.a/Disdikbud-III/422.7/IX/2020,2020-09-28,Tidak ada,BPD KALTIM,BPD KALTIM AJI KUNING,TK ISLAM SALSABIL,,,,,,,JL. H BEDURAHIM NO 33 RT 09 RW 02,10 / 0,H BedduRahim No 33,DESA PANCANG,Kec. Sebatik Utara,Kab. Nunukan,Prov. Kalimantan Utara,77483,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
340519,Al Amin,https://dapo.kemdikbud.go.id/sekolah/35B0B1AA05C2F9D18D2B,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/350162ff-889a-42db-84ac-3ef60dd18c7c,16 Feb 2023 08:07:50,B,Kurikulum 2013,69802929,Swasta,KB,Yayasan,16/KEP/PDA/A/VI/2011,2011-06-01,188.4/077/Disdikbud-III/III/2019,2019-03-18,Tidak ada,BPD KALIMANTAN TIMUR,NUNUKAN,69802929 PAUD AL AMIN,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,14,Tidak Ada,H. Beddu Rahim RT. 02,2 / 1,h.beddu rahim,DESA PANCANG,Kec. Sebatik Utara,Kab. Nunukan,Prov. Kalimantan Utara,77437,4,117,4,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,44,16,28,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
340519,KB. AR RAWDAH,https://dapo.kemdikbud.go.id/sekolah/781B5B0A658F2EA416B1,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/62d55aec-bfde-48ff-8c6d-743991611ebb,22 Feb 2023 08:09:50,C,Kurikulum 2013,69803815,Swasta,KB,Lainnya,14,2014-02-11,1004/Disdikbud-III/421.1/XI/2021,2021-11-01,Tidak ada,BPD KALIMANTAN TIMUR,NUNUKAN,69803815 KB AR RAWDAH,Bersedia Menerima,Pagi,Belum Bersertifikat,,1320,Telkom Speedy,Hasanuddin Rt.12,12 /,HB 2,DESA PANCANG,Kec. Sebatik Utara,Kab. Nunukan,Prov. Kalimantan Utara,77437,4,117,3,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,18,10,8,3,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,
340519,KB. BABUL HASANAH II,https://dapo.kemdikbud.go.id/sekolah/FB2F5223C027AB7DC7D6,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/18fadad8-a2e5-4c4f-9a8b-0bbf815b9785,23 Feb 2023 19:46:15,C,Kurikulum 2013,69803818,Swasta,KB,Lainnya,6,2010-04-13,1042/Disdikbud-III/421.1/XI/2021,2021-11-08,Tidak ada,BPD KALIMANTAN TIMUR,NUNUKAN,69803818 KB BABUL HASANAH II,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,500,Telkomsel Flash,JLN. AHMAD BASRAB RT.05,5 / 3,GUNUNG BELAH,Seberang,Kec. Sebatik Utara,Kab. Nunukan,Prov. Kalimantan Utara,77431,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,30,17,13,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,,,,,,,,,,,,,,,,,
340519,KB. FASTABIQUL KHAERAT,https://dapo.kemdikbud.go.id/sekolah/B3E1A75097E311030E87,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/bb1d5547-8cfc-469a-938a-a273a213b436,24 Feb 2023 13:35:22,C,Kurikulum 2013,69803822,Swasta,KB,Yayasan,15,2010-06-22,188.4/074/Disdikbud-III/III/2019,2019-03-18,Tidak ada,BPD KALIMANTAN TIMUR,NUNUKAN,69803822 KB FASTABIQUL KHAERAT,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,880,Tidak Ada,TVRI RT.04,4 / 1,SINJAI 02,Lapri,Kec. Sebatik Utara,Kab. Nunukan,Prov. Kalimantan Utara,77437,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,42,21,21,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,
340519,SD NEGERI 001 SEBATIK UTARA,https://dapo.kemdikbud.go.id/sekolah/508B72976756ABBE665D,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/101c427e-30f5-e011-9101-ef20934a545c,27 Mar 2023 03:08:26,B,Kurikulum 2013,30402656,Negeri,SD,Pemerintah Daerah,,1910-01-01,,1910-01-01,Tidak ada,BPD KALTIMTARA...,BPD KALIMANTAN TIMUR DAN KALIMANTAN UTARA CABANG SUNGAI N...,SDN001SEBATIKUTARA/PUSAT...,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,4400,Telkomsel Flash,"Jl. H. Beddu Rahim, RT. 08",8 / 0,H. BEDDU RAHIM 03,DESA PANCANG,Kec. Sebatik Utara,Kab. Nunukan,Prov. Kalimantan Utara,77437,4,117,14,14,0,0,0,0,0,3,3,2,5,21,2,2,30,31,31,25,32,23,27,23,31,36,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,4,338,176,162,13,13,1,1,0,0,0,0,1,1,1,1,0,0,0,0,11,11,1,1,0,0,0,0,0,0,0,0,0,0,7,7,,,,,,,,,,,,,,,,,,
340519,SD NEGERI 002 SEBATIK UTARA,https://dapo.kemdikbud.go.id/sekolah/3DF3EEBB9DBF182C726B,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/8078427e-30f5-e011-8f5b-bfe1b322af88,09 Mar 2023 07:53:46,B,Kurikulum 2013,30402753,Negeri,SD,Pemerintah Daerah,0,1910-01-01,,1910-01-01,Tidak ada,BPD KALTIMTARA...,BPD KALIMANTAN TIMUR DAN KALIMANTAN UTARA CABANG SUNGAI N...,SDN002SEBATIKUTARA/PUSAT...,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,900,Telkomsel Flash,Jl. Poros Palmas Rt.03,3 / 0,SINJAI 01,Lapri,Kec. Sebatik Utara,Kab. Nunukan,Prov. Kalimantan Utara,77437,4,117,6,6,3,0,0,0,0,1,1,0,4,4,1,3,10,15,10,9,10,7,9,7,11,7,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,120,66,54,4,4,1,1,0,0,0,0,0,0,1,1,1,1,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,
340519,SMP NEGERI 1 SEBATIK UTARA,https://dapo.kemdikbud.go.id/sekolah/F3ED51E6725FC990313A,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/50d3d17e-30f5-e011-9f9f-5f58e5eb22a9,31 Mar 2023 10:05:57,A,Kurikulum 2013,30402790,Negeri,SMP,Pemerintah Daerah,0594/O/1985,1985-11-22,0594/O/1985,1985-11-22,Tidak ada,BPD KALTIMTARA...,BPD KALIMANTAN TIMUR DAN KALIMANTAN UTARA CABANG SEI NYAM...,SMPNEGERI1SBTKUTR/PUSAT...,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,0,Telkomsel Flash,Jl. Manunggal 34,9 / 0,HAJI BEDDU RAHIM 01,DESA PANCANG,Kec. Sebatik Utara,Kab. Nunukan,Prov. Kalimantan Utara,77437,4,117,17,0,3,5,3,0,5,2,3,2,8,17,2,7,0,0,0,0,0,0,0,0,0,0,0,0,87,85,94,85,67,91,0,0,0,0,0,0,0,0,22,25,9,509,248,261,18,18,1,1,3,3,0,0,1,1,1,1,1,1,1,1,4,4,1,1,0,0,0,0,1,1,1,1,0,0,17,17,,,,,,,,,,,,,,,,,,
340519,SMA TARUNA SEBATIK UTARA,https://dapo.kemdikbud.go.id/sekolah/515D54D951B990950130,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/5b8b4140-9c49-4592-af95-48455e79e08c,09 Mar 2023 07:40:26,B,Kurikulum 2013,30402817,Swasta,SMA,Yayasan,0420/126.2a/PPe/1999,1999-02-13,0420/126.2a/PPe/1999,1999-02-13,Tidak ada,BANK NEGARA INDON...,BANK NEGARA INDONESIA CABANG NUNUKAN...,SMASTARUNASEBATIKSEKOLAH...,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,900,Telkomsel Flash,JL. HJ. TIKA RT.08 DESA PANCANG,8 / 0,,DESA PANCANG,Kec. Sebatik Utara,Kab. Nunukan,Prov. Kalimantan Utara,77483,4,117,3,0,1,2,1,3,1,2,2,1,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,12,10,7,7,0,0,11,9,2,66,32,34,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
