prov,kode_prov,kab,kode_kab,kec,kode_kec
Prov. Jawa Tengah,030000  ,Kab. Karanganyar,031300  ,Kec. Jatipuro,031301  
Prov. Jawa Tengah,030000  ,Kab. Karanganyar,031300  ,Kec. Tawangmangu,031306  
Prov. Jawa Tengah,030000  ,Kab. Karanganyar,031300  ,Kec. Kerjo,031316  
Prov. Jawa Tengah,030000  ,Kab. Karanganyar,031300  ,Kec. Jatiyoso,031302  
Prov. Jawa Tengah,030000  ,Kab. Karanganyar,031300  ,Kec. Jenawi,031317  
Prov. Jawa Tengah,030000  ,Kab. Karanganyar,031300  ,Kec. Ngargoyoso,031307  
Prov. Jawa Tengah,030000  ,Kab. Semarang,032200  ,Kec. Ungaran Barat,032219  
Prov. Jawa Tengah,030000  ,Kab. Semarang,032200  ,Kec. Suruh,032204  
Prov. Jawa Tengah,030000  ,Kab. Semarang,032200  ,Kec. Tengaran,032202  
Prov. Jawa Tengah,030000  ,Kab. Semarang,032200  ,Kec. Ambarawa,032210  
Prov. Jawa Tengah,030000  ,Kab. Semarang,032200  ,Kec. Bergas,032214  
Prov. Jawa Tengah,030000  ,Kab. Semarang,032200  ,Kec. Ungaran Timur,032220  
Prov. Jawa Tengah,030000  ,Kab. Semarang,032200  ,Kec. Tuntang,032206  
Prov. Jawa Tengah,030000  ,Kab. Semarang,032200  ,Kec. Getasan,032201  
Prov. Jawa Tengah,030000  ,Kab. Semarang,032200  ,Kec. Pabelan,032205  
Prov. Jawa Tengah,030000  ,Kab. Semarang,032200  ,Kec. Bawen,032211  
Prov. Jawa Tengah,030000  ,Kab. Semarang,032200  ,Kec. Bandungan,032221  
Prov. Jawa Tengah,030000  ,Kab. Semarang,032200  ,Kec. Bringin,032212  
Prov. Jawa Tengah,030000  ,Kab. Semarang,032200  ,Kec. Susukan,032203  
Prov. Jawa Tengah,030000  ,Kab. Semarang,032200  ,Kec. Pringapus,032213  
Prov. Jawa Tengah,030000  ,Kab. Semarang,032200  ,Kec. Sumowono,032209  
Prov. Jawa Tengah,030000  ,Kab. Semarang,032200  ,Kec. Banyubiru,032207  
Prov. Jawa Tengah,030000  ,Kab. Semarang,032200  ,Kec. Jambu,032208  
Prov. Jawa Tengah,030000  ,Kab. Semarang,032200  ,Kec. Kaliwungu,032217  
Prov. Jawa Tengah,030000  ,Kab. Semarang,032200  ,Kec. Bancak,032218  
Prov. Jawa Tengah,030000  ,Kab. Purworejo,030600  ,Kec. Purworejo,030606  
Prov. Jawa Tengah,030000  ,Kab. Purworejo,030600  ,Kec. Kutoarjo,030609  
Prov. Jawa Tengah,030000  ,Kab. Purworejo,030600  ,Kec. Kemiri,030612  
Prov. Jawa Tengah,030000  ,Kab. Purworejo,030600  ,Kec. Pituruh,030611  
Prov. Jawa Tengah,030000  ,Kab. Purworejo,030600  ,Kec. Bayan,030608  
Prov. Jawa Tengah,030000  ,Kab. Purworejo,030600  ,Kec. Banyu Urip,030607  
Prov. Jawa Tengah,030000  ,Kab. Purworejo,030600  ,Kec. Purwodadi,030603  
Prov. Jawa Tengah,030000  ,Kab. Purworejo,030600  ,Kec. Ngombol,030602  
Prov. Jawa Tengah,030000  ,Kab. Purworejo,030600  ,Kec. Grabag,030601  
Prov. Jawa Tengah,030000  ,Kab. Purworejo,030600  ,Kec. Butuh,030610  
Prov. Jawa Tengah,030000  ,Kab. Purworejo,030600  ,Kec. Gebang,030614  
Prov. Jawa Tengah,030000  ,Kab. Purworejo,030600  ,Kec. Bener,030616  
Prov. Jawa Tengah,030000  ,Kab. Purworejo,030600  ,Kec. Kaligesing,030605  
Prov. Jawa Tengah,030000  ,Kab. Purworejo,030600  ,Kec. Bruno,030613  
Prov. Jawa Tengah,030000  ,Kab. Purworejo,030600  ,Kec. Loano,030615  
Prov. Jawa Tengah,030000  ,Kab. Purworejo,030600  ,Kec. Bagelen,030604  
Prov. Jawa Tengah,030000  ,Kab. Pekalongan,032600  ,Kec. Kedungwuni,032613  
Prov. Jawa Tengah,030000  ,Kab. Pekalongan,032600  ,Kec. Kajen,032608  
Prov. Jawa Tengah,030000  ,Kab. Pekalongan,032600  ,Kec. Kesesi,032609  
Prov. Jawa Tengah,030000  ,Kab. Pekalongan,032600  ,Kec. Bojong,032611  
Prov. Jawa Tengah,030000  ,Kab. Pekalongan,032600  ,Kec. Wiradesa,032616  
Prov. Jawa Tengah,030000  ,Kab. Pekalongan,032600  ,Kec. Tirto,032615  
Prov. Jawa Tengah,030000  ,Kab. Pekalongan,032600  ,Kec. Sragi,032610  
Prov. Jawa Tengah,030000  ,Kab. Pekalongan,032600  ,Kec. Doro,032606  
Prov. Jawa Tengah,030000  ,Kab. Pekalongan,032600  ,Kec. Wonopringgo,032612  
Prov. Jawa Tengah,030000  ,Kab. Pekalongan,032600  ,Kec. Karanganyar,032607  
Prov. Jawa Tengah,030000  ,Kab. Pekalongan,032600  ,Kec. Paninggaran,032602  
Prov. Jawa Tengah,030000  ,Kab. Pekalongan,032600  ,Kec. Talun,032605  
Prov. Jawa Tengah,030000  ,Kab. Pekalongan,032600  ,Kec. Wonokerto,032619  
Prov. Jawa Tengah,030000  ,Kab. Pekalongan,032600  ,Kec. Buaran,032614  
Prov. Jawa Tengah,030000  ,Kab. Pekalongan,032600  ,Kec. Kandangserang,032601  
Prov. Jawa Tengah,030000  ,Kab. Pekalongan,032600  ,Kec. Siwalan,032617  
Prov. Jawa Tengah,030000  ,Kab. Pekalongan,032600  ,Kec. Petungkriyono,032604  
Prov. Jawa Tengah,030000  ,Kab. Pekalongan,032600  ,Kec. Karangdadap,032618  
Prov. Jawa Tengah,030000  ,Kab. Pekalongan,032600  ,Kec. Lebakbarang,032603  
Prov. Jawa Tengah,030000  ,Kab. Banjarnegara,030400  ,Kec. Purwanegara,030404  
Prov. Jawa Tengah,030000  ,Kab. Banjarnegara,030400  ,Kec. Punggelan,030412  
Prov. Jawa Tengah,030000  ,Kab. Banjarnegara,030400  ,Kec. Banjarnegara,030406  
Prov. Jawa Tengah,030000  ,Kab. Banjarnegara,030400  ,Kec. Mandiraja,030403  
Prov. Jawa Tengah,030000  ,Kab. Banjarnegara,030400  ,Kec. Susukan,030401  
Prov. Jawa Tengah,030000  ,Kab. Banjarnegara,030400  ,Kec. Rakit,030411  
Prov. Jawa Tengah,030000  ,Kab. Banjarnegara,030400  ,Kec. Bawang,030405  
Prov. Jawa Tengah,030000  ,Kab. Banjarnegara,030400  ,Kec. Madukara,030408  
Prov. Jawa Tengah,030000  ,Kab. Banjarnegara,030400  ,Kec. Purwareja Klampok,030402  
Prov. Jawa Tengah,030000  ,Kab. Banjarnegara,030400  ,Kec. Wanayasa,030417  
Prov. Jawa Tengah,030000  ,Kab. Banjarnegara,030400  ,Kec. Banjarmangu,030409  
Prov. Jawa Tengah,030000  ,Kab. Banjarnegara,030400  ,Kec. Kalibening,030418  
Prov. Jawa Tengah,030000  ,Kab. Banjarnegara,030400  ,Kec. Pejawaran,030415  
Prov. Jawa Tengah,030000  ,Kab. Banjarnegara,030400  ,Kec. Pagentan,030414  
Prov. Jawa Tengah,030000  ,Kab. Banjarnegara,030400  ,Kec. Sigaluh,030407  
Prov. Jawa Tengah,030000  ,Kab. Banjarnegara,030400  ,Kec. Karangkobar,030413  
Prov. Jawa Tengah,030000  ,Kab. Banjarnegara,030400  ,Kec. Pagedongan,030420  
Prov. Jawa Tengah,030000  ,Kab. Banjarnegara,030400  ,Kec. Wanadadi,030410  
Prov. Jawa Tengah,030000  ,Kab. Banjarnegara,030400  ,Kec. Batur,030416  
Prov. Jawa Tengah,030000  ,Kab. Banjarnegara,030400  ,Kec. Pandanarum,030419  
Prov. Jawa Tengah,030000  ,Kab. Rembang,031700  ,Kec. Rembang,031710  
Prov. Jawa Tengah,030000  ,Kab. Rembang,031700  ,Kec. Kragan,031712  
Prov. Jawa Tengah,030000  ,Kab. Rembang,031700  ,Kec. Lasem,031714  
Prov. Jawa Tengah,030000  ,Kab. Rembang,031700  ,Kec. Sarang,031705  
Prov. Jawa Tengah,030000  ,Kab. Rembang,031700  ,Kec. Kaliori,031709  
Prov. Jawa Tengah,030000  ,Kab. Rembang,031700  ,Kec. Pamotan,031707  
Prov. Jawa Tengah,030000  ,Kab. Rembang,031700  ,Kec. Sumber,031701  
Prov. Jawa Tengah,030000  ,Kab. Rembang,031700  ,Kec. Sedan,031706  
Prov. Jawa Tengah,030000  ,Kab. Rembang,031700  ,Kec. Sale,031704  
Prov. Jawa Tengah,030000  ,Kab. Rembang,031700  ,Kec. Sulang,031708  
Prov. Jawa Tengah,030000  ,Kab. Rembang,031700  ,Kec. Gunem,031703  
Prov. Jawa Tengah,030000  ,Kab. Rembang,031700  ,Kec. Pancur,031711  
Prov. Jawa Tengah,030000  ,Kab. Rembang,031700  ,Kec. Sluke,031713  
Prov. Jawa Tengah,030000  ,Kab. Rembang,031700  ,Kec. Bulu,031702  
Prov. Jawa Tengah,030000  ,Kab. Wonosobo,030700  ,Kec. Wonosobo,030709  
Prov. Jawa Tengah,030000  ,Kab. Wonosobo,030700  ,Kec. Wadaslintang,030701  
Prov. Jawa Tengah,030000  ,Kab. Wonosobo,030700  ,Kec. Kepil,030702  
Prov. Jawa Tengah,030000  ,Kab. Wonosobo,030700  ,Kec. Kertek,030708  
Prov. Jawa Tengah,030000  ,Kab. Wonosobo,030700  ,Kec. Kalikajar,030707  
Prov. Jawa Tengah,030000  ,Kab. Wonosobo,030700  ,Kec. Mojotengah,030711  
Prov. Jawa Tengah,030000  ,Kab. Wonosobo,030700  ,Kec. Selomerto,030706  
Prov. Jawa Tengah,030000  ,Kab. Wonosobo,030700  ,Kec. Kaliwiro,030704  
Prov. Jawa Tengah,030000  ,Kab. Wonosobo,030700  ,Kec. Watumalang,030710  
Prov. Jawa Tengah,030000  ,Kab. Wonosobo,030700  ,Kec. Sapuran,030703  
Prov. Jawa Tengah,030000  ,Kab. Wonosobo,030700  ,Kec. Kejajar,030713  
Prov. Jawa Tengah,030000  ,Kab. Wonosobo,030700  ,Kec. Sukoharjo,030714  
Prov. Jawa Tengah,030000  ,Kab. Wonosobo,030700  ,Kec. Leksono,030705  
Prov. Jawa Tengah,030000  ,Kab. Wonosobo,030700  ,Kec. Garung,030712  
Prov. Jawa Tengah,030000  ,Kab. Wonosobo,030700  ,Kec. Kalibawang,030715  
Prov. Jawa Tengah,030000  ,Kab. Purbalingga,030300  ,Kec. Purbalingga,030306  
Prov. Jawa Tengah,030000  ,Kab. Purbalingga,030300  ,Kec. Bukateja,030302  
Prov. Jawa Tengah,030000  ,Kab. Purbalingga,030300  ,Kec. Rembang,030316  
Prov. Jawa Tengah,030000  ,Kab. Purbalingga,030300  ,Kec. Mrebet,030311  
Prov. Jawa Tengah,030000  ,Kab. Purbalingga,030300  ,Kec. Kemangkon,030301  
Prov. Jawa Tengah,030000  ,Kab. Purbalingga,030300  ,Kec. Karangmoncol,030315  
Prov. Jawa Tengah,030000  ,Kab. Purbalingga,030300  ,Kec. Kaligondang,030305  
Prov. Jawa Tengah,030000  ,Kab. Purbalingga,030300  ,Kec. Kejobong,030303  
Prov. Jawa Tengah,030000  ,Kab. Purbalingga,030300  ,Kec. Kutasari,030309  
Prov. Jawa Tengah,030000  ,Kab. Purbalingga,030300  ,Kec. Bobotsari,030312  
Prov. Jawa Tengah,030000  ,Kab. Purbalingga,030300  ,Kec. Kalimanah,030307  
Prov. Jawa Tengah,030000  ,Kab. Purbalingga,030300  ,Kec. Karangreja,030313  
Prov. Jawa Tengah,030000  ,Kab. Purbalingga,030300  ,Kec. Kertanegara,030318  
Prov. Jawa Tengah,030000  ,Kab. Purbalingga,030300  ,Kec. Bojongsari,030310  
Prov. Jawa Tengah,030000  ,Kab. Purbalingga,030300  ,Kec. Pengadegan,030304  
Prov. Jawa Tengah,030000  ,Kab. Purbalingga,030300  ,Kec. Padamara,030308  
Prov. Jawa Tengah,030000  ,Kab. Purbalingga,030300  ,Kec. Karanganyar,030314  
Prov. Jawa Tengah,030000  ,Kab. Purbalingga,030300  ,Kec. Karangjambu,030317  
Prov. Jawa Tengah,030000  ,Kab. Sukoharjo,031100  ,Kec. Kartasura,031112  
Prov. Jawa Tengah,030000  ,Kab. Sukoharjo,031100  ,Kec. Grogol,031109  
Prov. Jawa Tengah,030000  ,Kab. Sukoharjo,031100  ,Kec. Mojolaban,031108  
Prov. Jawa Tengah,030000  ,Kab. Sukoharjo,031100  ,Kec. Sukoharjo,031104  
Prov. Jawa Tengah,030000  ,Kab. Sukoharjo,031100  ,Kec. Polokarto,031107  
Prov. Jawa Tengah,030000  ,Kab. Sukoharjo,031100  ,Kec. Bendosari,031106  
Prov. Jawa Tengah,030000  ,Kab. Sukoharjo,031100  ,Kec. Weru,031101  
Prov. Jawa Tengah,030000  ,Kab. Sukoharjo,031100  ,Kec. Nguter,031105  
Prov. Jawa Tengah,030000  ,Kab. Sukoharjo,031100  ,Kec. Baki,031110  
Prov. Jawa Tengah,030000  ,Kab. Sukoharjo,031100  ,Kec. Gatak,031111  
Prov. Jawa Tengah,030000  ,Kab. Sukoharjo,031100  ,Kec. Tawangsari,031103  
Prov. Jawa Tengah,030000  ,Kab. Sukoharjo,031100  ,Kec. Bulu,031102  
Prov. Jawa Tengah,030000  ,Kab. Temanggung,032300  ,Kec. Temanggung,032303  
Prov. Jawa Tengah,030000  ,Kab. Temanggung,032300  ,Kec. Pringsurat,032306  
Prov. Jawa Tengah,030000  ,Kab. Temanggung,032300  ,Kec. Ngadirejo,032310  
Prov. Jawa Tengah,030000  ,Kab. Temanggung,032300  ,Kec. Parakan,032301  
Prov. Jawa Tengah,030000  ,Kab. Temanggung,032300  ,Kec. Kedu,032309  
Prov. Jawa Tengah,030000  ,Kab. Temanggung,032300  ,Kec. Kranggan,032305  
Prov. Jawa Tengah,030000  ,Kab. Temanggung,032300  ,Kec. Kaloran,032307  
Prov. Jawa Tengah,030000  ,Kab. Temanggung,032300  ,Kec. Kandangan,032308  
Prov. Jawa Tengah,030000  ,Kab. Temanggung,032300  ,Kec. Bulu,032302  
Prov. Jawa Tengah,030000  ,Kab. Temanggung,032300  ,Kec. Candiroto,032312  
Prov. Jawa Tengah,030000  ,Kab. Temanggung,032300  ,Kec. Wonoboyo,032320  
Prov. Jawa Tengah,030000  ,Kab. Temanggung,032300  ,Kec. Gemawang,032318  
Prov. Jawa Tengah,030000  ,Kab. Temanggung,032300  ,Kec. Jumo,032311  
Prov. Jawa Tengah,030000  ,Kab. Temanggung,032300  ,Kec. Bejen,032319  
Prov. Jawa Tengah,030000  ,Kab. Temanggung,032300  ,Kec. Kledung,032314  
Prov. Jawa Tengah,030000  ,Kab. Temanggung,032300  ,Kec. Bansari,032315  
Prov. Jawa Tengah,030000  ,Kab. Temanggung,032300  ,Kec. Tembarak,032304  
Prov. Jawa Tengah,030000  ,Kab. Temanggung,032300  ,Kec. Tlogomulyo,032316  
Prov. Jawa Tengah,030000  ,Kab. Temanggung,032300  ,Kec. Selopampang,032317  
Prov. Jawa Tengah,030000  ,Kab. Temanggung,032300  ,Kec. Tretep,032313  
Prov. Jawa Tengah,030000  ,Kab. Batang,032500  ,Kec. Batang,032511  
Prov. Jawa Tengah,030000  ,Kab. Batang,032500  ,Kec. Bawang,032505  
Prov. Jawa Tengah,030000  ,Kab. Batang,032500  ,Kec. Subah,032509  
Prov. Jawa Tengah,030000  ,Kab. Batang,032500  ,Kec. Bandar,032502  
Prov. Jawa Tengah,030000  ,Kab. Batang,032500  ,Kec. Gringsing,032507  
Prov. Jawa Tengah,030000  ,Kab. Batang,032500  ,Kec. Tersono,032506  
Prov. Jawa Tengah,030000  ,Kab. Batang,032500  ,Kec. Limpung,032508  
Prov. Jawa Tengah,030000  ,Kab. Batang,032500  ,Kec. Reban,032504  
Prov. Jawa Tengah,030000  ,Kab. Batang,032500  ,Kec. Blado,032503  
Prov. Jawa Tengah,030000  ,Kab. Batang,032500  ,Kec. Kandeman,032515  
Prov. Jawa Tengah,030000  ,Kab. Batang,032500  ,Kec. Tulis,032510  
Prov. Jawa Tengah,030000  ,Kab. Batang,032500  ,Kec. Wonotunggal,032501  
Prov. Jawa Tengah,030000  ,Kab. Batang,032500  ,Kec. Banyuputih,032513  
Prov. Jawa Tengah,030000  ,Kab. Batang,032500  ,Kec. Warungasem,032512  
Prov. Jawa Tengah,030000  ,Kab. Batang,032500  ,Kec. Pecalungan,032514  
Prov. Jawa Tengah,030000  ,Kab. Kudus,031900  ,Kec. Kota Kudus,031902  
Prov. Jawa Tengah,030000  ,Kab. Kudus,031900  ,Kec. Jekulo,031906  
Prov. Jawa Tengah,030000  ,Kab. Kudus,031900  ,Kec. Dawe,031909  
Prov. Jawa Tengah,030000  ,Kab. Kudus,031900  ,Kec. Gebog,031908  
Prov. Jawa Tengah,030000  ,Kab. Kudus,031900  ,Kec. Jati,031903  
Prov. Jawa Tengah,030000  ,Kab. Kudus,031900  ,Kec. Kaliwungu,031901  
Prov. Jawa Tengah,030000  ,Kab. Kudus,031900  ,Kec. Bae,031907  
Prov. Jawa Tengah,030000  ,Kab. Kudus,031900  ,Kec. Mejobo,031905  
Prov. Jawa Tengah,030000  ,Kab. Kudus,031900  ,Kec. Undaan,031904  
Prov. Jawa Tengah,030000  ,Kota Surakarta,036100  ,Kec. Banjarsari,036105  
Prov. Jawa Tengah,030000  ,Kota Surakarta,036100  ,Kec. Jebres,036104  
Prov. Jawa Tengah,030000  ,Kota Surakarta,036100  ,Kec. Laweyan,036101  
Prov. Jawa Tengah,030000  ,Kota Surakarta,036100  ,Kec. Pasarkliwon,036103  
Prov. Jawa Tengah,030000  ,Kota Surakarta,036100  ,Kec. Serengan,036102  
Prov. Jawa Tengah,030000  ,Kota Pekalongan,036400  ,Kec. Pekalongan Barat,036401  
Prov. Jawa Tengah,030000  ,Kota Pekalongan,036400  ,Kec. Pekalongan Timur,036402  
Prov. Jawa Tengah,030000  ,Kota Pekalongan,036400  ,Kec. Pekalongan Utara,036404  
Prov. Jawa Tengah,030000  ,Kota Pekalongan,036400  ,Kec. Pekalongan Selatan,036403  
Prov. Jawa Tengah,030000  ,Kota Tegal,036500  ,Kec. Tegal Timur,036502  
Prov. Jawa Tengah,030000  ,Kota Tegal,036500  ,Kec. Tegal Barat,036503  
Prov. Jawa Tengah,030000  ,Kota Tegal,036500  ,Kec. Tegal Selatan,036501  
Prov. Jawa Tengah,030000  ,Kota Tegal,036500  ,Kec. Margadana,036504  
Prov. Jawa Tengah,030000  ,Kota Salatiga,036200  ,Kec. Sidorejo,036204  
Prov. Jawa Tengah,030000  ,Kota Salatiga,036200  ,Kec. Sidomukti,036203  
Prov. Jawa Tengah,030000  ,Kota Salatiga,036200  ,Kec. Argomulyo,036201  
Prov. Jawa Tengah,030000  ,Kota Salatiga,036200  ,Kec. Tingkir,036202  
Prov. Jawa Tengah,030000  ,Kota Magelang,036000  ,Kec. Magelang Tengah,036003  
Prov. Jawa Tengah,030000  ,Kota Magelang,036000  ,Kec. Magelang Utara,036002  
Prov. Jawa Tengah,030000  ,Kota Magelang,036000  ,Kec. Magelang Selatan,036001  
Prov. Sumatera Utara,070000  ,Kab. Deli Serdang,070100  ,Kec. Percut Sei Tuan,070126  
Prov. Sumatera Utara,070000  ,Kab. Deli Serdang,070100  ,Kec. Sunggal,070123  
Prov. Sumatera Utara,070000  ,Kab. Deli Serdang,070100  ,Kec. Tanjung Morawa,070120  
Prov. Sumatera Utara,070000  ,Kab. Deli Serdang,070100  ,Kec. Hamparan Perak,070124  
Prov. Sumatera Utara,070000  ,Kab. Deli Serdang,070100  ,Kec. Lubuk Pakam,070130  
Prov. Sumatera Utara,070000  ,Kab. Deli Serdang,070100  ,Kec. Pancur Batu,070105  
Prov. Sumatera Utara,070000  ,Kab. Deli Serdang,070100  ,Kec. Galang,070119  
Prov. Sumatera Utara,070000  ,Kab. Deli Serdang,070100  ,Kec. Patumbak,070121  
Prov. Sumatera Utara,070000  ,Kab. Deli Serdang,070100  ,Kec. Beringin,070129  
Prov. Sumatera Utara,070000  ,Kab. Deli Serdang,070100  ,Kec. Batang Kuis,070127  
Prov. Sumatera Utara,070000  ,Kab. Deli Serdang,070100  ,Kec. KutaIimbaru,070104  
Prov. Sumatera Utara,070000  ,Kab. Deli Serdang,070100  ,Kec. Labuhan Deli,070125  
Prov. Sumatera Utara,070000  ,Kab. Deli Serdang,070100  ,Kec. Namo Rambe,070106  
Prov. Sumatera Utara,070000  ,Kab. Deli Serdang,070100  ,Kec. Pantai Labu,070128  
Prov. Sumatera Utara,070000  ,Kab. Deli Serdang,070100  ,Kec. Bangun Purba,070109  
Prov. Sumatera Utara,070000  ,Kab. Deli Serdang,070100  ,Kec. Deli Tua,070122  
Prov. Sumatera Utara,070000  ,Kab. Deli Serdang,070100  ,Kec. Stm Hilir,070132  
Prov. Sumatera Utara,070000  ,Kab. Deli Serdang,070100  ,Kec. Sibiru-biru,070107  
Prov. Sumatera Utara,070000  ,Kab. Deli Serdang,070100  ,Kec. Pagar Marbau,070131  
Prov. Sumatera Utara,070000  ,Kab. Deli Serdang,070100  ,Kec. Sinembah Tnjng Muda Hulu,070102  
Prov. Sumatera Utara,070000  ,Kab. Deli Serdang,070100  ,Kec. Sibolangit,070103  
Prov. Sumatera Utara,070000  ,Kab. Deli Serdang,070100  ,Kec. Gunung Meriah,070101  
Prov. Sumatera Utara,070000  ,Kota Medan,076000  ,Kec. Medan Helvetia,076012  
Prov. Sumatera Utara,070000  ,Kota Medan,076000  ,Kec. Medan Denai,076004  
Prov. Sumatera Utara,070000  ,Kota Medan,076000  ,Kec. Medan Marelan,076020  
Prov. Sumatera Utara,070000  ,Kota Medan,076000  ,Kec. Medan Johor,076002  
Prov. Sumatera Utara,070000  ,Kota Medan,076000  ,Kec. Medan Labuhan,076019  
Prov. Sumatera Utara,070000  ,Kota Medan,076000  ,Kec. Medan Sunggal,076011  
Prov. Sumatera Utara,070000  ,Kota Medan,076000  ,Kec. Medan Deli,076018  
Prov. Sumatera Utara,070000  ,Kota Medan,076000  ,Kec. Medan Tuntungan,076001  
Prov. Sumatera Utara,070000  ,Kota Medan,076000  ,Kec. Medan Tembung,076017  
Prov. Sumatera Utara,070000  ,Kota Medan,076000  ,Kec. Medan Kota,076006  
Prov. Sumatera Utara,070000  ,Kota Medan,076000  ,Kec. Medan Timur,076015  
Prov. Sumatera Utara,070000  ,Kota Medan,076000  ,Kec. Medan Amplas,076003  
Prov. Sumatera Utara,070000  ,Kota Medan,076000  ,Kec. Medan Selayang,076010  
Prov. Sumatera Utara,070000  ,Kota Medan,076000  ,Kec. Medan Area,076005  
Prov. Sumatera Utara,070000  ,Kota Medan,076000  ,Kec. Medan Perjuangan,076016  
Prov. Sumatera Utara,070000  ,Kota Medan,076000  ,Kec. Medan Kota Belawan,076021  
Prov. Sumatera Utara,070000  ,Kota Medan,076000  ,Kec. Medan Petisah,076013  
Prov. Sumatera Utara,070000  ,Kota Medan,076000  ,Kec. Medan Barat,076014  
Prov. Sumatera Utara,070000  ,Kota Medan,076000  ,Kec. Medan Baru,076009  
Prov. Sumatera Utara,070000  ,Kota Medan,076000  ,Kec. Medan Polonia,076008  
Prov. Sumatera Utara,070000  ,Kota Medan,076000  ,Kec. Medan Maimun,076007  
Prov. Sumatera Utara,070000  ,Kab. Langkat,070200  ,Kec. Stabat,070207  
Prov. Sumatera Utara,070000  ,Kab. Langkat,070200  ,Kec. Secanggang,070213  
Prov. Sumatera Utara,070000  ,Kab. Langkat,070200  ,Kec. Selesai,070205  
Prov. Sumatera Utara,070000  ,Kab. Langkat,070200  ,Kec. Tanjung Pura,070214  
Prov. Sumatera Utara,070000  ,Kab. Langkat,070200  ,Kec. Babalan,070217  
Prov. Sumatera Utara,070000  ,Kab. Langkat,070200  ,Kec. Besitang,070219  
Prov. Sumatera Utara,070000  ,Kab. Langkat,070200  ,Kec. Sei Bingai,070203  
Prov. Sumatera Utara,070000  ,Kab. Langkat,070200  ,Kec. Padang Tualang,070211  
Prov. Sumatera Utara,070000  ,Kab. Langkat,070200  ,Kec. Kuala,070204  
Prov. Sumatera Utara,070000  ,Kab. Langkat,070200  ,Kec. Hinai,070212  
Prov. Sumatera Utara,070000  ,Kab. Langkat,070200  ,Kec. Wampu,070208  
Prov. Sumatera Utara,070000  ,Kab. Langkat,070200  ,Kec. Sei Lepan,070216  
Prov. Sumatera Utara,070000  ,Kab. Langkat,070200  ,Kec. Gebang,070215  
Prov. Sumatera Utara,070000  ,Kab. Langkat,070200  ,Kec. Binjai,070206  
Prov. Sumatera Utara,070000  ,Kab. Langkat,070200  ,Kec. Pangkalan Susu,070220  
Prov. Sumatera Utara,070000  ,Kab. Langkat,070200  ,Kec. Bohorok,070201  
Prov. Sumatera Utara,070000  ,Kab. Langkat,070200  ,Kec. Batang Serangan,070209  
Prov. Sumatera Utara,070000  ,Kab. Langkat,070200  ,Kec. Salapian,070202  
Prov. Sumatera Utara,070000  ,Kab. Langkat,070200  ,Kec. Sawit Seberang,070210  
Prov. Sumatera Utara,070000  ,Kab. Langkat,070200  ,Kec. Berandan Barat,070218  
Prov. Sumatera Utara,070000  ,Kab. Langkat,070200  ,Kec. Serapit,070221  
Prov. Sumatera Utara,070000  ,Kab. Langkat,070200  ,Kec. Kutambaru,070222  
Prov. Sumatera Utara,070000  ,Kab. Langkat,070200  ,Kec. Pematang Jaya,070223  
Prov. Sumatera Utara,070000  ,Kab. Simalungun,070400  ,Kec. Bandar,070419  
Prov. Sumatera Utara,070000  ,Kab. Simalungun,070400  ,Kec. Siantar,070416  
Prov. Sumatera Utara,070000  ,Kab. Simalungun,070400  ,Kec. Tanah Jawa,070406  
Prov. Sumatera Utara,070000  ,Kab. Simalungun,070400  ,Kec. Dolok Batu Nanggar,070415  
Prov. Sumatera Utara,070000  ,Kab. Simalungun,070400  ,Kec. Pematang Bandar,070418  
Prov. Sumatera Utara,070000  ,Kab. Simalungun,070400  ,Kec. Raya,070410  
Prov. Sumatera Utara,070000  ,Kab. Simalungun,070400  ,Kec. Bosar Maligas,070420  
Prov. Sumatera Utara,070000  ,Kab. Simalungun,070400  ,Kec. Hutabayu Raja,070417  
Prov. Sumatera Utara,070000  ,Kab. Simalungun,070400  ,Kec. Ujung Padang,070421  
Prov. Sumatera Utara,070000  ,Kab. Simalungun,070400  ,Kec. Gunung Malela,070423  
Prov. Sumatera Utara,070000  ,Kab. Simalungun,070400  ,Kec. Tapian Dolok,070414  
Prov. Sumatera Utara,070000  ,Kab. Simalungun,070400  ,Kec. Sidamanik,070404  
Prov. Sumatera Utara,070000  ,Kab. Simalungun,070400  ,Kec. Bandar Huluan,070425  
Prov. Sumatera Utara,070000  ,Kab. Simalungun,070400  ,Kec. Dolok Panribuan,070407  
Prov. Sumatera Utara,070000  ,Kab. Simalungun,070400  ,Kec. Purba,070402  
Prov. Sumatera Utara,070000  ,Kab. Simalungun,070400  ,Kec. Bandar Masilam,070426  
Prov. Sumatera Utara,070000  ,Kab. Simalungun,070400  ,Kec. Raya Kahean,070413  
Prov. Sumatera Utara,070000  ,Kab. Simalungun,070400  ,Kec. Panei,070409  
Prov. Sumatera Utara,070000  ,Kab. Simalungun,070400  ,Kec. Silau Kahean,070412  
Prov. Sumatera Utara,070000  ,Kab. Simalungun,070400  ,Kec. Gunung Maligas,070424  
Prov. Sumatera Utara,070000  ,Kab. Simalungun,070400  ,Kec. Hatonduhan,070427  
Prov. Sumatera Utara,070000  ,Kab. Simalungun,070400  ,Kec. Jawa Maraja Bah Jambi,070428  
Prov. Sumatera Utara,070000  ,Kab. Simalungun,070400  ,Kec. Panombeian Panei,070422  
Prov. Sumatera Utara,070000  ,Kab. Simalungun,070400  ,Kec. Dolok Silau,070411  
