prov,kode_prov,kab,kode_kab,kec,kode_kec
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Tambaksari,056020  
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Wonokromo,056011  
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Sawahan,056017  
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Gubeng,056010  
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Sukolilo,056008  
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Semampir,056023  
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Rungkut,056007  
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Sukomanunggal,056016  
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Krembangan,056026  
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Mulyorejo,056009  
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Tandes,056015  
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Kenjeran,056021  
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Simokerto,056022  
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Bubutan,056025  
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Genteng,056019  
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Lakarsantri,056014  
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Wiyung,056013  
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Tegal Sari,056018  
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Sambi Kerep,056031  
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Pakal,056030  
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Dukuh Pakis,056012  
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Benowo,056028  
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Wonocolo,056004  
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Karang Pilang,056001  
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Gununganyar,056006  
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Tenggilis Mejoyo,056005  
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Pabean Cantian,056024  
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Gayungan,056003  
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Jambangan,056002  
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Bulak,056029  
Prov. Jawa Timur,050000  ,Kota Surabaya,056000  ,Kec. Asemrowo,056027  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Kaliwates,052429  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Sumbersari,052430  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Wuluhan,052404  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Puger,052403  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Ambulu,052405  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Patrang,052431  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Bangsalsari,052419  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Tanggul,052418  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Sumberbaru,052417  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Gumuk Mas,052402  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Silo,052407  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Balung,052413  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Kalisat,052424  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Umbulsari,052414  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Rambipuji,052412  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Tempurejo,052406  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Jenggawah,052410  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Kencong,052401  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Ledok Ombo,052425  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Sukowono,052427  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Ajung,052411  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Panti,052420  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Jombang,052416  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Sumberjambe,052426  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Semboro,052415  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Mumbulsari,052409  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Mayang,052408  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Sukorambi,052421  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Pakusari,052423  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Jelbuk,052428  
Prov. Jawa Timur,050000  ,Kab. Jember,052400  ,Kec. Arjasa,052422  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Singosari,051828  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Kepanjen,051816  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Lawang,051827  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Pakis,051825  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Dampit,051807  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Turen,051812  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Sumber Manjing Wetan,051806  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Gondanglegi,051814  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Tirto Yudo,051808  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Donomulyo,051801  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Poncokusumo,051810  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Pakisaji,051822  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Jabung,051826  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Wagir,051821  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Ampelgading,051809  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Bululawang,051815  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Kalipare,051802  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Wajak,051811  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Tumpang,051824  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Karangploso,051829  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Ngantang,051832  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Sumberpucung,051817  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Bantur,051804  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Dau,051830  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Ngajum,051820  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Pujon,051831  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Gedangan,051805  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Pagak,051803  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Kromengan,051818  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Pagelaran,051813  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Wonosari,051819  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Kasembon,051833  
Prov. Jawa Timur,050000  ,Kab. Malang,051800  ,Kec. Tajinan,051823  
Prov. Jawa Timur,050000  ,Kab. Lamongan,050700  ,Kec. Babat,050710  
Prov. Jawa Timur,050000  ,Kab. Lamongan,050700  ,Kec. Lamongan,050713  
Prov. Jawa Timur,050000  ,Kab. Lamongan,050700  ,Kec. Paciran,050725  
Prov. Jawa Timur,050000  ,Kab. Lamongan,050700  ,Kec. Brondong,050726  
Prov. Jawa Timur,050000  ,Kab. Lamongan,050700  ,Kec. Laren,050723  
Prov. Jawa Timur,050000  ,Kab. Lamongan,050700  ,Kec. Glagah,050716  
Prov. Jawa Timur,050000  ,Kab. Lamongan,050700  ,Kec. Sugio,050707  
Prov. Jawa Timur,050000  ,Kab. Lamongan,050700  ,Kec. Kedungpring,050708  
Prov. Jawa Timur,050000  ,Kab. Lamongan,050700  ,Kec. Sukodadi,050712  
Prov. Jawa Timur,050000  ,Kab. Lamongan,050700  ,Kec. Modo,050709  
Prov. Jawa Timur,050000  ,Kab. Lamongan,050700  ,Kec. Sambeng,050704  
Prov. Jawa Timur,050000  ,Kab. Lamongan,050700  ,Kec. Turi,050718  
Prov. Jawa Timur,050000  ,Kab. Lamongan,050700  ,Kec. Pucuk,050711  
Prov. Jawa Timur,050000  ,Kab. Lamongan,050700  ,Kec. Kembangbahu,050706  
Prov. Jawa Timur,050000  ,Kab. Lamongan,050700  ,Kec. Tikung,050714  
Prov. Jawa Timur,050000  ,Kab. Lamongan,050700  ,Kec. Deket,050715  
Prov. Jawa Timur,050000  ,Kab. Lamongan,050700  ,Kec. Ngimbang,050703  
Prov. Jawa Timur,050000  ,Kab. Lamongan,050700  ,Kec. Karangbinangun,050717  
Prov. Jawa Timur,050000  ,Kab. Lamongan,050700  ,Kec. Sekaran,050721  
Prov. Jawa Timur,050000  ,Kab. Lamongan,050700  ,Kec. Solokuro,050724  
Prov. Jawa Timur,050000  ,Kab. Lamongan,050700  ,Kec. Karang Geneng,050720  
Prov. Jawa Timur,050000  ,Kab. Lamongan,050700  ,Kec. Mantup,050705  
Prov. Jawa Timur,050000  ,Kab. Lamongan,050700  ,Kec. Maduran,050722  
Prov. Jawa Timur,050000  ,Kab. Lamongan,050700  ,Kec. Kalitengah,050719  
Prov. Jawa Timur,050000  ,Kab. Lamongan,050700  ,Kec. Sarirejo,050727  
Prov. Jawa Timur,050000  ,Kab. Lamongan,050700  ,Kec. Bluluk,050702  
Prov. Jawa Timur,050000  ,Kab. Lamongan,050700  ,Kec. Sukorame,050701  
Prov. Jawa Timur,050000  ,Kab. Bojonegoro,050500  ,Kec. Kedungadem,050508  
Prov. Jawa Timur,050000  ,Kab. Bojonegoro,050500  ,Kec. Sumberrejo,050512  
Prov. Jawa Timur,050000  ,Kab. Bojonegoro,050500  ,Kec. Bojonegoro,050516  
Prov. Jawa Timur,050000  ,Kab. Bojonegoro,050500  ,Kec. Baureno,050510  
Prov. Jawa Timur,050000  ,Kab. Bojonegoro,050500  ,Kec. Balen,050513  
Prov. Jawa Timur,050000  ,Kab. Bojonegoro,050500  ,Kec. Dander,050518  
Prov. Jawa Timur,050000  ,Kab. Bojonegoro,050500  ,Kec. Kepohbaru,050509  
Prov. Jawa Timur,050000  ,Kab. Bojonegoro,050500  ,Kec. Kanor,050511  
Prov. Jawa Timur,050000  ,Kab. Bojonegoro,050500  ,Kec. Kapas,050515  
Prov. Jawa Timur,050000  ,Kab. Bojonegoro,050500  ,Kec. Ngasem,050519  
Prov. Jawa Timur,050000  ,Kab. Bojonegoro,050500  ,Kec. Kalitidu,050520  
Prov. Jawa Timur,050000  ,Kab. Bojonegoro,050500  ,Kec. Sugihwaras,050507  
Prov. Jawa Timur,050000  ,Kab. Bojonegoro,050500  ,Kec. Tambakrejo,050503  
Prov. Jawa Timur,050000  ,Kab. Bojonegoro,050500  ,Kec. Padangan,050523  
Prov. Jawa Timur,050000  ,Kab. Bojonegoro,050500  ,Kec. Sukosewu,050514  
Prov. Jawa Timur,050000  ,Kab. Bojonegoro,050500  ,Kec. Malo,050521  
Prov. Jawa Timur,050000  ,Kab. Bojonegoro,050500  ,Kec. Ngraho,050502  
Prov. Jawa Timur,050000  ,Kab. Bojonegoro,050500  ,Kec. Temayang,050506  
Prov. Jawa Timur,050000  ,Kab. Bojonegoro,050500  ,Kec. Purwosari,050522  
Prov. Jawa Timur,050000  ,Kab. Bojonegoro,050500  ,Kec. Trucuk,050517  
Prov. Jawa Timur,050000  ,Kab. Bojonegoro,050500  ,Kec. Gayam,050528  
Prov. Jawa Timur,050000  ,Kab. Bojonegoro,050500  ,Kec. Gondang,050526  
Prov. Jawa Timur,050000  ,Kab. Bojonegoro,050500  ,Kec. Sekar,050527  
Prov. Jawa Timur,050000  ,Kab. Bojonegoro,050500  ,Kec. Kasiman,050524  
Prov. Jawa Timur,050000  ,Kab. Bojonegoro,050500  ,Kec. Margomulyo,050501  
Prov. Jawa Timur,050000  ,Kab. Bojonegoro,050500  ,Kec. Ngambon,050504  
Prov. Jawa Timur,050000  ,Kab. Bojonegoro,050500  ,Kec. Bubulan,050505  
Prov. Jawa Timur,050000  ,Kab. Bojonegoro,050500  ,Kec. Kedewan,050525  
Prov. Jawa Timur,050000  ,Kab. Sidoarjo,050200  ,Kec. Sidoarjo,050211  
Prov. Jawa Timur,050000  ,Kab. Sidoarjo,050200  ,Kec. Waru,050214  
Prov. Jawa Timur,050000  ,Kab. Sidoarjo,050200  ,Kec. Taman,050216  
Prov. Jawa Timur,050000  ,Kab. Sidoarjo,050200  ,Kec. Krian,050217  
Prov. Jawa Timur,050000  ,Kab. Sidoarjo,050200  ,Kec. Candi,050207  
Prov. Jawa Timur,050000  ,Kab. Sidoarjo,050200  ,Kec. Sukodono,050210  
Prov. Jawa Timur,050000  ,Kab. Sidoarjo,050200  ,Kec. Tulangan,050208  
Prov. Jawa Timur,050000  ,Kab. Sidoarjo,050200  ,Kec. Gedangan,050215  
Prov. Jawa Timur,050000  ,Kab. Sidoarjo,050200  ,Kec. Buduran,050212  
Prov. Jawa Timur,050000  ,Kab. Sidoarjo,050200  ,Kec. Tanggulangin,050206  
Prov. Jawa Timur,050000  ,Kab. Sidoarjo,050200  ,Kec. Wonoayu,050209  
Prov. Jawa Timur,050000  ,Kab. Sidoarjo,050200  ,Kec. Prambon,050202  
Prov. Jawa Timur,050000  ,Kab. Sidoarjo,050200  ,Kec. Porong,050204  
Prov. Jawa Timur,050000  ,Kab. Sidoarjo,050200  ,Kec. Krembung,050203  
Prov. Jawa Timur,050000  ,Kab. Sidoarjo,050200  ,Kec. Sedati,050213  
Prov. Jawa Timur,050000  ,Kab. Sidoarjo,050200  ,Kec. Jabon,050205  
Prov. Jawa Timur,050000  ,Kab. Sidoarjo,050200  ,Kec. Balong Bendo,050218  
Prov. Jawa Timur,050000  ,Kab. Sidoarjo,050200  ,Kec. Tarik,050201  
Prov. Jawa Timur,050000  ,Kab. Kediri,051300  ,Kec. Pare,051322  
Prov. Jawa Timur,050000  ,Kab. Kediri,051300  ,Kec. Gurah,051316  
Prov. Jawa Timur,050000  ,Kab. Kediri,051300  ,Kec. Mojo,051310  
Prov. Jawa Timur,050000  ,Kab. Kediri,051300  ,Kec. Kepung,051304  
Prov. Jawa Timur,050000  ,Kab. Kediri,051300  ,Kec. Kras,051301  
Prov. Jawa Timur,050000  ,Kab. Kediri,051300  ,Kec. Ngadiluwih,051309  
Prov. Jawa Timur,050000  ,Kab. Kediri,051300  ,Kec. Wates,051307  
Prov. Jawa Timur,050000  ,Kab. Kediri,051300  ,Kec. Plosoklaten,051306  
Prov. Jawa Timur,050000  ,Kab. Kediri,051300  ,Kec. Purwoasri,051320  
Prov. Jawa Timur,050000  ,Kab. Kediri,051300  ,Kec. Plemahan,051319  
Prov. Jawa Timur,050000  ,Kab. Kediri,051300  ,Kec. Kandangan,051323  
Prov. Jawa Timur,050000  ,Kab. Kediri,051300  ,Kec. Badas,051326  
Prov. Jawa Timur,050000  ,Kab. Kediri,051300  ,Kec. Banyakan,051312  
Prov. Jawa Timur,050000  ,Kab. Kediri,051300  ,Kec. Semen,051311  
Prov. Jawa Timur,050000  ,Kab. Kediri,051300  ,Kec. Tarokan,051313  
Prov. Jawa Timur,050000  ,Kab. Kediri,051300  ,Kec. Papar,051318  
Prov. Jawa Timur,050000  ,Kab. Kediri,051300  ,Kec. Grogol,051314  
Prov. Jawa Timur,050000  ,Kab. Kediri,051300  ,Kec. Ngasem,051325  
Prov. Jawa Timur,050000  ,Kab. Kediri,051300  ,Kec. Kandat,051308  
Prov. Jawa Timur,050000  ,Kab. Kediri,051300  ,Kec. Ngancar,051303  
Prov. Jawa Timur,050000  ,Kab. Kediri,051300  ,Kec. Puncu,051305  
Prov. Jawa Timur,050000  ,Kab. Kediri,051300  ,Kec. Pagu,051317  
Prov. Jawa Timur,050000  ,Kab. Kediri,051300  ,Kec. Ringinrejo,051302  
Prov. Jawa Timur,050000  ,Kab. Kediri,051300  ,Kec. Kayen Kidul,051324  
Prov. Jawa Timur,050000  ,Kab. Kediri,051300  ,Kec. Kunjang,051321  
Prov. Jawa Timur,050000  ,Kab. Kediri,051300  ,Kec. Gampengrejo,051315  
Prov. Jawa Timur,050000  ,Kab. Banyuwangi,052500  ,Kec. Genteng,052510  
Prov. Jawa Timur,050000  ,Kab. Banyuwangi,052500  ,Kec. Muncar,052505  
Prov. Jawa Timur,050000  ,Kab. Banyuwangi,052500  ,Kec. Banyuwangi,052518  
Prov. Jawa Timur,050000  ,Kab. Banyuwangi,052500  ,Kec. Srono,052511  
Prov. Jawa Timur,050000  ,Kab. Banyuwangi,052500  ,Kec. Glenmore,052508  
Prov. Jawa Timur,050000  ,Kab. Banyuwangi,052500  ,Kec. Cluring,052506  
Prov. Jawa Timur,050000  ,Kab. Banyuwangi,052500  ,Kec. Tegaldlimo,052504  
Prov. Jawa Timur,050000  ,Kab. Banyuwangi,052500  ,Kec. Gambiran,052507  
Prov. Jawa Timur,050000  ,Kab. Banyuwangi,052500  ,Kec. Sempu,052515  
Prov. Jawa Timur,050000  ,Kab. Banyuwangi,052500  ,Kec. Wongsorejo,052521  
Prov. Jawa Timur,050000  ,Kab. Banyuwangi,052500  ,Kec. Kalibaru,052509  
Prov. Jawa Timur,050000  ,Kab. Banyuwangi,052500  ,Kec. Kabat,052513  
Prov. Jawa Timur,050000  ,Kab. Banyuwangi,052500  ,Kec. Purwoharjo,052503  
Prov. Jawa Timur,050000  ,Kab. Banyuwangi,052500  ,Kec. Kalipuro,052520  
Prov. Jawa Timur,050000  ,Kab. Banyuwangi,052500  ,Kec. Tegalsari,052523  
Prov. Jawa Timur,050000  ,Kab. Banyuwangi,052500  ,Kec. Bangorejo,052502  
Prov. Jawa Timur,050000  ,Kab. Banyuwangi,052500  ,Kec. Siliragung,052524  
Prov. Jawa Timur,050000  ,Kab. Banyuwangi,052500  ,Kec. Rogojampi,052512  
Prov. Jawa Timur,050000  ,Kab. Banyuwangi,052500  ,Kec. Blimbingsari,052525  
Prov. Jawa Timur,050000  ,Kab. Banyuwangi,052500  ,Kec. Pesanggaran,052501  
Prov. Jawa Timur,050000  ,Kab. Banyuwangi,052500  ,Kec. Songgon,052516  
Prov. Jawa Timur,050000  ,Kab. Banyuwangi,052500  ,Kec. Singojuruh,052514  
Prov. Jawa Timur,050000  ,Kab. Banyuwangi,052500  ,Kec. Licin,052522  
Prov. Jawa Timur,050000  ,Kab. Banyuwangi,052500  ,Kec. Giri,052519  
Prov. Jawa Timur,050000  ,Kab. Banyuwangi,052500  ,Kec. Glagah,052517  
Prov. Jawa Timur,050000  ,Kab. Pasuruan,051900  ,Kec. Pandaan,051912  
Prov. Jawa Timur,050000  ,Kab. Pasuruan,051900  ,Kec. Bangil,051915  
Prov. Jawa Timur,050000  ,Kab. Pasuruan,051900  ,Kec. Gempol,051913  
Prov. Jawa Timur,050000  ,Kab. Pasuruan,051900  ,Kec. Prigen,051910  
Prov. Jawa Timur,050000  ,Kab. Pasuruan,051900  ,Kec. Beji,051914  
Prov. Jawa Timur,050000  ,Kab. Pasuruan,051900  ,Kec. Purwosari,051909  
Prov. Jawa Timur,050000  ,Kab. Pasuruan,051900  ,Kec. Sukorejo,051911  
Prov. Jawa Timur,050000  ,Kab. Pasuruan,051900  ,Kec. Purwodadi,051901  
Prov. Jawa Timur,050000  ,Kab. Pasuruan,051900  ,Kec. Kejayan,051907  
Prov. Jawa Timur,050000  ,Kab. Pasuruan,051900  ,Kec. Rembang,051916  
Prov. Jawa Timur,050000  ,Kab. Pasuruan,051900  ,Kec. Wonorejo,051908  
Prov. Jawa Timur,050000  ,Kab. Pasuruan,051900  ,Kec. Kraton,051917  
Prov. Jawa Timur,050000  ,Kab. Pasuruan,051900  ,Kec. Grati,051922  
Prov. Jawa Timur,050000  ,Kab. Pasuruan,051900  ,Kec. Lekok,051923  
Prov. Jawa Timur,050000  ,Kab. Pasuruan,051900  ,Kec. Tutur,051902  
Prov. Jawa Timur,050000  ,Kab. Pasuruan,051900  ,Kec. Nguling,051924  
Prov. Jawa Timur,050000  ,Kab. Pasuruan,051900  ,Kec. Rejoso,051920  
Prov. Jawa Timur,050000  ,Kab. Pasuruan,051900  ,Kec. Gondang Wetan,051919  
Prov. Jawa Timur,050000  ,Kab. Pasuruan,051900  ,Kec. Pasrepan,051906  
Prov. Jawa Timur,050000  ,Kab. Pasuruan,051900  ,Kec. Lumbang,051905  
Prov. Jawa Timur,050000  ,Kab. Pasuruan,051900  ,Kec. Winongan,051921  
Prov. Jawa Timur,050000  ,Kab. Pasuruan,051900  ,Kec. Pohjentrek,051918  
Prov. Jawa Timur,050000  ,Kab. Pasuruan,051900  ,Kec. Tosari,051904  
Prov. Jawa Timur,050000  ,Kab. Pasuruan,051900  ,Kec. Puspo,051903  
Prov. Jawa Timur,050000  ,Kab. Sumenep,052800  ,Kec. Arjasa,052824  
Prov. Jawa Timur,050000  ,Kab. Sumenep,052800  ,Kec. Kota Sumenep,052807  
Prov. Jawa Timur,050000  ,Kab. Sumenep,052800  ,Kec. Sapeken,052823  
Prov. Jawa Timur,050000  ,Kab. Sumenep,052800  ,Kec. Bluto,052802  
Prov. Jawa Timur,050000  ,Kab. Sumenep,052800  ,Kec. Lenteng,052808  
Prov. Jawa Timur,050000  ,Kab. Sumenep,052800  ,Kec. Batang-Batang,052818  
Prov. Jawa Timur,050000  ,Kab. Sumenep,052800  ,Kec. Guluk Guluk,052810  
Prov. Jawa Timur,050000  ,Kab. Sumenep,052800  ,Kec. Pragaan,052801  
Prov. Jawa Timur,050000  ,Kab. Sumenep,052800  ,Kec. Rubaru,052813  
Prov. Jawa Timur,050000  ,Kab. Sumenep,052800  ,Kec. Talango,052805  
Prov. Jawa Timur,050000  ,Kab. Sumenep,052800  ,Kec. Gayam,052821  
Prov. Jawa Timur,050000  ,Kab. Sumenep,052800  ,Kec. Ganding,052809  
Prov. Jawa Timur,050000  ,Kab. Sumenep,052800  ,Kec. Saronggi,052803  
Prov. Jawa Timur,050000  ,Kab. Sumenep,052800  ,Kec. Gapura,052817  
Prov. Jawa Timur,050000  ,Kab. Sumenep,052800  ,Kec. Dungkek,052819  
Prov. Jawa Timur,050000  ,Kab. Sumenep,052800  ,Kec. Kangayan,052828  
Prov. Jawa Timur,050000  ,Kab. Sumenep,052800  ,Kec. Pasongsongan,052811  
Prov. Jawa Timur,050000  ,Kab. Sumenep,052800  ,Kec. Ra as,052822  
Prov. Jawa Timur,050000  ,Kab. Sumenep,052800  ,Kec. Ambunten,052812  
Prov. Jawa Timur,050000  ,Kab. Sumenep,052800  ,Kec. Batuputih,052816  
Prov. Jawa Timur,050000  ,Kab. Sumenep,052800  ,Kec. Dasuk,052814  
Prov. Jawa Timur,050000  ,Kab. Sumenep,052800  ,Kec. Kalianget,052806  
Prov. Jawa Timur,050000  ,Kab. Sumenep,052800  ,Kec. Manding,052815  
Prov. Jawa Timur,050000  ,Kab. Sumenep,052800  ,Kec. Masalembu,052825  
Prov. Jawa Timur,050000  ,Kab. Sumenep,052800  ,Kec. Nonggunong,052820  
Prov. Jawa Timur,050000  ,Kab. Sumenep,052800  ,Kec. Batuan,052827  
Prov. Jawa Timur,050000  ,Kab. Sumenep,052800  ,Kec. Giligenteng,052804  
Prov. Jawa Timur,050000  ,Kab. Gresik,050100  ,Kec. Menganti,050104  
Prov. Jawa Timur,050000  ,Kab. Gresik,050100  ,Kec. Driyorejo,050102  
Prov. Jawa Timur,050000  ,Kab. Gresik,050100  ,Kec. Cerme,050105  
Prov. Jawa Timur,050000  ,Kab. Gresik,050100  ,Kec. Kebomas,050109  
Prov. Jawa Timur,050000  ,Kab. Gresik,050100  ,Kec. Manyar,050111  
Prov. Jawa Timur,050000  ,Kab. Gresik,050100  ,Kec. Dukun,050114  
Prov. Jawa Timur,050000  ,Kab. Gresik,050100  ,Kec. Benjeng,050106  
Prov. Jawa Timur,050000  ,Kab. Gresik,050100  ,Kec. Balong Panggang,050107  
Prov. Jawa Timur,050000  ,Kab. Gresik,050100  ,Kec. Bungah,050112  
Prov. Jawa Timur,050000  ,Kab. Gresik,050100  ,Kec. Gresik,050110  
Prov. Jawa Timur,050000  ,Kab. Gresik,050100  ,Kec. Sangkapura,050117  
Prov. Jawa Timur,050000  ,Kab. Gresik,050100  ,Kec. Wringin Anom,050101  
Prov. Jawa Timur,050000  ,Kab. Gresik,050100  ,Kec. Ujung Pangkah,050116  
Prov. Jawa Timur,050000  ,Kab. Gresik,050100  ,Kec. Panceng,050115  
Prov. Jawa Timur,050000  ,Kab. Gresik,050100  ,Kec. Sidayu,050113  
Prov. Jawa Timur,050000  ,Kab. Gresik,050100  ,Kec. Kedamean,050103  
Prov. Jawa Timur,050000  ,Kab. Gresik,050100  ,Kec. Duduk Sampeyan,050108  
Prov. Jawa Timur,050000  ,Kab. Gresik,050100  ,Kec. Tambak,050118  
Prov. Jawa Timur,050000  ,Kab. Probolinggo,052000  ,Kec. Kraksaan,052015  
Prov. Jawa Timur,050000  ,Kab. Probolinggo,052000  ,Kec. Tiris,052008  
Prov. Jawa Timur,050000  ,Kab. Probolinggo,052000  ,Kec. Maron,052018  
Prov. Jawa Timur,050000  ,Kab. Probolinggo,052000  ,Kec. Paiton,052013  
Prov. Jawa Timur,050000  ,Kab. Probolinggo,052000  ,Kec. Gading,052010  
Prov. Jawa Timur,050000  ,Kab. Probolinggo,052000  ,Kec. Banyuanyar,052007  
Prov. Jawa Timur,050000  ,Kab. Probolinggo,052000  ,Kec. Pakuniran,052011  
Prov. Jawa Timur,050000  ,Kab. Probolinggo,052000  ,Kec. Leces,052005  
Prov. Jawa Timur,050000  ,Kab. Probolinggo,052000  ,Kec. Krucil,052009  
Prov. Jawa Timur,050000  ,Kab. Probolinggo,052000  ,Kec. Tongas,052023  
Prov. Jawa Timur,050000  ,Kab. Probolinggo,052000  ,Kec. Sumberasih,052024  
Prov. Jawa Timur,050000  ,Kab. Probolinggo,052000  ,Kec. Besuk,052014  
Prov. Jawa Timur,050000  ,Kab. Probolinggo,052000  ,Kec. Krejengan,052016  
Prov. Jawa Timur,050000  ,Kab. Probolinggo,052000  ,Kec. Gending,052019  
Prov. Jawa Timur,050000  ,Kab. Probolinggo,052000  ,Kec. Kotaanyar,052012  
